"","Categoria","Comunidad","Educacion","FechaCreacion","TipoJornada","Provincia","SalarioMax","SalarioMin","SubCategoria"
"17509","EDUCACIÓN/SERVICIOS SOCIALES","CANTABRIA","Licenciado o Ingeniero Superior",2018-09-12,"PARCIAL","CANTABRIA",180,180,"ENSEÑANZA PRIMARIA Y SECUNDARIA"
"17510","METAL/MECÁNICA","ANDALUCÍA","Estudios primarios",2018-09-18,"COMPLETA","MÁLAGA",1400,1400,"SOLDADURA/CALDERERÍA/CHAPA"
"17511","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","COMUNIDAD VALENCIANA","FP II, Ciclo de Grado Superior",2018-09-14,"COMPLETA","VALENCIA",17900,17500,"ELECTRÓNICA"
"17512","INFORMÁTICA/TELECOMUNICACIONES","CASTILLA Y LEÓN","Diplomado o Ingeniero Técnico",2018-09-18,"COMPLETA","VALLADOLID",30000,20000,"ANALISTAS/PROGRAMADORES"
"17513","FÁBRICAS/INDUSTRIA","MADRID","ESO, EGB, Graduado Escolar",2018-09-18,"COMPLETA","MADRID",1400,1200,"MONTADORES Y ENSAMBLADORES"
"17514","ARQUITECTURA/DISEÑO","GALICIA","Unknown",2018-09-18,"COMPLETA","PONTEVEDRA",28,14,"DELINEANTES/PROYECTISTAS"
"17515","HOSTELERÍA/TURISMO","GALICIA","ESO, EGB, Graduado Escolar",2018-09-18,"PARCIAL","CORUÑA (A)",1100,900,"CAMAREROS"
"17516","SALUD/DEPORTE","CEUTA","Licenciado o Ingeniero Superior",2018-09-18,"COMPLETA","CEUTA",2400,2100,"FARMACIA/ÓPTICA/AUDICIÓN"
"17517","INFORMÁTICA/TELECOMUNICACIONES","ISLAS CANARIAS","FP II, Ciclo de Grado Superior",2018-09-18,"PARCIAL","SANTA CRUZ DE TENERIFE",3,1,"ANALISTAS/PROGRAMADORES"
"17518","METAL/MECÁNICA","MADRID","FP II, Ciclo de Grado Superior",2018-05-23,"COMPLETA","MADRID",17193,17193,"MECÁNICA/MANTENIMIENTO"
"17519","INFORMÁTICA/TELECOMUNICACIONES","MADRID","FP II, Ciclo de Grado Superior",2018-09-18,"COMPLETA","MADRID",15000,12000,"TELECOMUNICACIONES"
"17520","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","MADRID","Sin estudios",2018-07-09,"COMPLETA","MADRID",17250,17250,"FRÍO Y CLIMATIZACIÓN"
"17521","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","CASTILLA LA MANCHA","FP I, Ciclo de Grado Medio",2018-07-11,"COMPLETA","CIUDAD REAL",20000,18000,"ELECTRICIDAD"
"17522","FÁBRICAS/INDUSTRIA","MADRID","ESO, EGB, Graduado Escolar",2018-09-18,"COMPLETA","MADRID",24000,18000,"ARTESANÍA/OFICIOS"
"17523","HOSTELERÍA/TURISMO","ANDALUCÍA","FP I, Ciclo de Grado Medio",2018-09-18,"COMPLETA","GRANADA",1200,1000,"CAMAREROS"
"17524","HOSTELERÍA/TURISMO","ANDALUCÍA","FP I, Ciclo de Grado Medio",2018-09-18,"COMPLETA","GRANADA",1200,1000,"COCINEROS"
"17525","FÁBRICAS/INDUSTRIA","ARAGÓN","FP I, Ciclo de Grado Medio",2018-09-18,"COMPLETA","ZARAGOZA",15700,15700,"MADERA Y MUEBLE/EBANISTERÍA"
"17526","HOSTELERÍA/TURISMO","MADRID","ESO, EGB, Graduado Escolar",2018-09-18,"COMPLETA","MADRID",1300,1100,"CAMAREROS"
"17527","COMUNICACIÓN/CULTURA/ENTRETENIMIENTO","COMUNIDAD VALENCIANA","FP II, Ciclo de Grado Superior",2018-09-18,"COMPLETA","ALICANTE",1100,1100,"IMAGEN Y SONIDO/AUDIOVISUAL"
"17528","INFORMÁTICA/TELECOMUNICACIONES","COMUNIDAD VALENCIANA","FP II, Ciclo de Grado Superior",2018-09-18,"COMPLETA","ALICANTE",1100,1100,"MICROINFORMATICA/ASISTENCIA TÉCNICA"
"17529","CONDUCTORES/TRANSPORTE","ARAGÓN","Unknown",2018-09-18,"COMPLETA","HUESCA",1600,1200,"TRANSPORTE DE PERSONAS O MERCANCIAS"
"17530","CONSTRUCCIÓN","ANDALUCÍA","Unknown",2018-09-18,"COMPLETA","SEVILLA",1000,800,"FONTANERÍA"
"17532","CONSTRUCCIÓN","ANDALUCÍA","ESO, EGB, Graduado Escolar",2018-09-18,"COMPLETA","Unknown",19000,15000,"ENCOFRADO/FERRALLA/ESTRUCTURAS"
"17533","CONSTRUCCIÓN","ANDALUCÍA","Unknown",2018-09-18,"COMPLETA","MÁLAGA",1000,800,"FONTANERÍA"
"17534","ADMINISTRACIÓN","MADRID","FP II, Ciclo de Grado Superior",2018-09-18,"COMPLETA","MADRID",1200,1000,"ADMINISTRATIVOS"
"17535","DEPENDIENTES/INFORMACIÓN","ILLES BALEARS","Estudios primarios",2018-09-18,"COMPLETA","BALEARS (ILLES)",600,450,"ENCUESTADORES"
"17536","HOSTELERÍA/TURISMO","MADRID","Estudios primarios",2018-09-18,"COMPLETA","MADRID",1000,1000,"CAMAREROS"
"17537","CONSTRUCCIÓN","ANDALUCÍA","Unknown",2018-09-18,"COMPLETA","MÁLAGA",1200,1200,"ENCARGADOS DE OBRAS/CAPATACES"
"17538","HOSTELERÍA/TURISMO","GALICIA","ESO, EGB, Graduado Escolar",2018-09-18,"COMPLETA","CORUÑA (A)",1300,1000,"COCINEROS"
"17539","INGENIERÍA/CALIDAD/CIENCIAS","MADRID","Diplomado o Ingeniero Técnico",2018-09-13,"COMPLETA","MADRID",24237,24237,"OTRAS ACTIVIDADES TÉCNICAS"
"17540","ADMINISTRACIÓN","COMUNIDAD VALENCIANA","Bachillerato",2018-09-18,"PARCIAL","ALICANTE",650,650,"ADMINISTRATIVOS"
"17541","HOSTELERÍA/TURISMO","ANDALUCÍA","Estudios primarios",2018-09-18,"COMPLETA","JAÉN",1000,800,"COCINEROS"
"17542","PELUQUERÍA/ESTÉTICA","GALICIA","FP I, Ciclo de Grado Medio",2018-09-18,"COMPLETA","LUGO",1000,900,"PELUQUERÍA"
"17543","DEPENDIENTES/INFORMACIÓN","EXTREMADURA","Unknown",2018-09-18,"INDIFERENTE","BADAJOZ",1000,600,"DEPENDIENTES"
"17681","ADMINISTRACIÓN","CATALUÑA","Unknown",2018-09-19,"COMPLETA","BARCELONA",430,430,"CONTABILIDAD/FINANZAS"
"17685","COMUNICACIÓN/CULTURA/ENTRETENIMIENTO","COMUNIDAD VALENCIANA","Unknown",2018-09-27,"PARCIAL","CASTELLÓN",600,400,"EDICIÓN/INDUSTRIA GRÁFICA"
"17719","CONSTRUCCIÓN","ANDALUCÍA","Unknown",2018-09-19,"COMPLETA","SEVILLA",859,858,"PINTURA"
"17722","METAL/MECÁNICA","ANDALUCÍA","Unknown",2018-09-19,"COMPLETA","SEVILLA",859,858,"SOLDADURA/CALDERERÍA/CHAPA"
"17727","DEPENDIENTES/INFORMACIÓN","CATALUÑA","Unknown",2018-09-19,"COMPLETA","TARRAGONA",1000,1000,"DEPENDIENTES"
"17732","ARQUITECTURA/DISEÑO","ISLAS CANARIAS","Diplomado o Ingeniero Técnico",2018-09-19,"INDIFERENTE","SANTA CRUZ DE TENERIFE",1200,800,"ARQUITECTOS"
"17847","DEPENDIENTES/INFORMACIÓN","COMUNIDAD VALENCIANA","FP II, Ciclo de Grado Superior",2018-09-17,"COMPLETA","VALENCIA",1200,950,"DEPENDIENTES"
"17848","CONSTRUCCIÓN","MADRID","Unknown",2018-09-17,"INDIFERENTE","MADRID",1200,500,"ALBAÑILERIA/ACABADOS"
"17849","INFORMÁTICA/TELECOMUNICACIONES","MADRID","Diplomado o Ingeniero Técnico",2018-09-17,"COMPLETA","MADRID",40000,20000,"ANALISTAS/PROGRAMADORES"
"17850","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","MADRID","ESO, EGB, Graduado Escolar",2018-06-25,"COMPLETA","MADRID",2100,1100,"ELECTRICIDAD"
"17852","INFORMÁTICA/TELECOMUNICACIONES","GALICIA","FP II, Ciclo de Grado Superior",2018-09-14,"COMPLETA","OURENSE",18000,15000,"TELECOMUNICACIONES"
"17853","COMERCIAL/VENTAS","MADRID","Unknown",2018-09-11,"INDIFERENTE","MADRID",9999999,0,"AGENTES COMERCIALES/REPRESENTANTES"
"17855","VIGILANCIA/SERVICIOS","MADRID","FP I, Ciclo de Grado Medio",2018-09-17,"COMPLETA","MADRID",21000,18000,"SEGURIDAD"
"17856","FÁBRICAS/INDUSTRIA","COMUNIDAD VALENCIANA","Unknown",2018-09-17,"COMPLETA","VALENCIA",1170,1170,"ARTESANÍA/OFICIOS"
"17857","ADMINISTRACIÓN","MADRID","FP I, Ciclo de Grado Medio",2018-09-17,"COMPLETA","MADRID",15000,15000,"RECEPCIONISTAS"
"17858","ADMINISTRACIÓN","MADRID","FP II, Ciclo de Grado Superior",2018-09-17,"COMPLETA","MADRID",12000,12000,"ADMINISTRATIVOS"
"17859","CONSTRUCCIÓN","ANDALUCÍA","Certificados de Profesionalidad",2018-09-17,"COMPLETA","ALMERÍA",1300,1300,"ALBAÑILERIA/ACABADOS"
"17860","METAL/MECÁNICA","REGIÓN DE MURCIA","FP I, Ciclo de Grado Medio",2018-09-17,"COMPLETA","MURCIA",1800,1000,"MECÁNICA/MANTENIMIENTO"
"17861","VIGILANCIA/SERVICIOS","MADRID","Unknown",2018-09-17,"COMPLETA","MADRID",1500,1100,"SEGURIDAD"
"17862","CONDUCTORES/TRANSPORTE","EXTREMADURA","Sin estudios",2018-09-17,"PARCIAL","BADAJOZ",600,500,"TRANSPORTE DE PERSONAS O MERCANCIAS"
"17863","ADMINISTRACIÓN","MADRID","FP II, Ciclo de Grado Superior",2018-09-17,"PARCIAL","MADRID",500,400,"RECURSOS HUMANOS/PERSONAL"
"17864","CONSTRUCCIÓN","COMUNIDAD VALENCIANA","Sin estudios",2018-09-17,"COMPLETA","VALENCIA",1200,1000,"TECNICOS EN CONSTRUCCION"
"17865","CONSTRUCCIÓN","MADRID","Unknown",2018-09-17,"COMPLETA","MADRID",1200,900,"ALBAÑILERIA/ACABADOS"
"17866","CONSTRUCCIÓN","CATALUÑA","Estudios primarios",2018-09-17,"COMPLETA","BARCELONA",18000,18000,"ALBAÑILERIA/ACABADOS"
"17867","DERECHO/PSICOLOGÍA/CIENCIAS SOCIALES","MADRID","Licenciado o Ingeniero Superior",2018-09-17,"PARCIAL","MADRID",8500,7000,"ABOGADOS"
"17868","METAL/MECÁNICA","CANTABRIA","Certificados de Profesionalidad",2018-09-17,"COMPLETA","CANTABRIA",1200,1000,"MECÁNICA/MANTENIMIENTO"
"17869","METAL/MECÁNICA","MADRID","ESO, EGB, Graduado Escolar",2018-09-17,"COMPLETA","MADRID",2100,1100,"SOLDADURA/CALDERERÍA/CHAPA"
"17870","INFORMÁTICA/TELECOMUNICACIONES","MADRID","Diplomado o Ingeniero Técnico",2018-09-17,"COMPLETA","MADRID",40000,20000,"ANALISTAS/PROGRAMADORES"
"17871","CONSTRUCCIÓN","MADRID","Unknown",2018-09-17,"INDIFERENTE","MADRID",1300,900,"PEONES"
"17873","METAL/MECÁNICA","MADRID","ESO, EGB, Graduado Escolar",2018-09-17,"COMPLETA","MADRID",2100,1100,"MECÁNICA/MANTENIMIENTO"
"17874","PELUQUERÍA/ESTÉTICA","CASTILLA Y LEÓN","FP I, Ciclo de Grado Medio",2018-09-17,"PARCIAL","BURGOS",400,300,"PELUQUERÍA"
"17875","ARQUITECTURA/DISEÑO","CASTILLA LA MANCHA","Licenciado o Ingeniero Superior",2018-09-17,"COMPLETA","CUENCA",1200,900,"ARQUITECTOS"
"17876","CONSTRUCCIÓN","COMUNIDAD VALENCIANA","ESO, EGB, Graduado Escolar",2018-09-17,"COMPLETA","VALENCIA",1300,1042,"ALBAÑILERIA/ACABADOS"
"17877","CONDUCTORES/TRANSPORTE","MADRID","ESO, EGB, Graduado Escolar",2018-09-17,"COMPLETA","MADRID",1000,600,"MENSAJERÍA"
"17878","CONDUCTORES/TRANSPORTE","ISLAS CANARIAS","Estudios primarios",2018-09-17,"PARCIAL","SANTA CRUZ DE TENERIFE",400,300,"TRANSPORTE DE PERSONAS O MERCANCIAS"
"17879","DERECHO/PSICOLOGÍA/CIENCIAS SOCIALES","MADRID","Bachillerato",2018-09-17,"PARCIAL","MADRID",600,400,"ABOGADOS"
"17880","COMERCIAL/VENTAS","MADRID","Bachillerato",2018-09-17,"INDIFERENTE","MADRID",2e+05,0,"AGENTES COMERCIALES/REPRESENTANTES"
"17881","FÁBRICAS/INDUSTRIA","COMUNIDAD VALENCIANA","Unknown",2018-09-17,"COMPLETA","VALENCIA",1300,1170,"MADERA Y MUEBLE/EBANISTERÍA"
"17882","INFORMÁTICA/TELECOMUNICACIONES","MADRID","Diplomado o Ingeniero Técnico",2018-09-17,"COMPLETA","MADRID",1200,1000,"ANALISTAS/PROGRAMADORES"
"17883","PELUQUERÍA/ESTÉTICA","COMUNIDAD VALENCIANA","Unknown",2018-09-19,"COMPLETA","ALICANTE",1100,1100,"ESTÉTICA"
"18091","SALUD/DEPORTE","ILLES BALEARS","Unknown",2018-09-15,"PARCIAL","BALEARS (ILLES)",1000,650,"MEDICINA"
"18092","HOSTELERÍA/TURISMO","CASTILLA Y LEÓN","Estudios primarios",2018-09-15,"PARCIAL","BURGOS",900,700,"CAMAREROS"
"18113","ADMINISTRACIÓN","CASTILLA LA MANCHA","FP II, Ciclo de Grado Superior",2018-09-14,"COMPLETA","GUADALAJARA",10302,10302,"CONTABILIDAD/FINANZAS"
"18114","SALUD/DEPORTE","COMUNIDAD VALENCIANA","Licenciado o Ingeniero Superior",2018-09-14,"COMPLETA","ALICANTE",1500,1000,"FARMACIA/ÓPTICA/AUDICIÓN"
"18115","EDUCACIÓN/SERVICIOS SOCIALES","CATALUÑA","Diplomado o Ingeniero Técnico",2018-09-14,"PARCIAL","LLEIDA",500,400,"ENSEÑANZA PRIMARIA Y SECUNDARIA"
"18116","CONSTRUCCIÓN","PAÍS VASCO","Unknown",2018-04-10,"COMPLETA","GUIPÚZCOA",19000,15000,"FONTANERÍA"
"18117","CONSTRUCCIÓN","PAÍS VASCO","Otras Formaciones",2018-04-10,"COMPLETA","ÁLAVA",19000,15000,"FONTANERÍA"
"18118","CONSTRUCCIÓN","CASTILLA Y LEÓN","Unknown",2018-04-10,"COMPLETA","BURGOS",19000,15000,"FONTANERÍA"
"18119","COMERCIAL/VENTAS","MADRID","Licenciado o Ingeniero Superior",2018-06-06,"COMPLETA","MADRID",45000,45000,"AGENTES COMERCIALES/REPRESENTANTES"
"18121","INFORMÁTICA/TELECOMUNICACIONES","GALICIA","Diplomado o Ingeniero Técnico",2018-09-14,"COMPLETA","OURENSE",15000,11000,"TELECOMUNICACIONES"
"18122","HOSTELERÍA/TURISMO","ISLAS CANARIAS","ESO, EGB, Graduado Escolar",2018-09-14,"INDIFERENTE","PALMAS (LAS)",1000,950,"RECEPCIONISTAS DE HOTEL"
"18123","COMERCIAL/VENTAS","MADRID","FP I, Ciclo de Grado Medio",2018-09-14,"COMPLETA","MADRID",8,8,"VENDEDORES"
"18124","PELUQUERÍA/ESTÉTICA","ANDALUCÍA","FP I, Ciclo de Grado Medio",2018-09-14,"PARCIAL","CÁDIZ",950,500,"PELUQUERÍA"
"18125","METAL/MECÁNICA","ARAGÓN","FP I, Ciclo de Grado Medio",2018-09-14,"COMPLETA","ZARAGOZA",20000,16500,"MECÁNICA/MANTENIMIENTO"
"18126","ADMINISTRACIÓN","CASTILLA LA MANCHA","Licenciado o Ingeniero Superior",2018-09-14,"COMPLETA","CUENCA",20000,15000,"ADMINISTRATIVOS"
"18127","HOSTELERÍA/TURISMO","MADRID","Unknown",2018-09-14,"COMPLETA","MADRID",900,800,"AYUDANTES DE COCINA/COMIDA RÁPIDA"
"18128","ADMINISTRACIÓN","ISLAS CANARIAS","FP I, Ciclo de Grado Medio",2018-09-14,"COMPLETA","PALMAS (LAS)",1100,900,"CONTABILIDAD/FINANZAS"
"18129","SALUD/DEPORTE","MADRID","Otras Formaciones",2018-09-14,"PARCIAL","MADRID",200,150,"FISIOTERAPIA/DEPORTE/MANTENIMIENTO FISIC"
"18131","ADMINISTRACIÓN","MADRID","Unknown",2018-09-14,"COMPLETA","MADRID",12000,10000,"ADMINISTRATIVOS"
"18132","SALUD/DEPORTE","COMUNIDAD VALENCIANA","FP II, Ciclo de Grado Superior",2018-09-14,"COMPLETA","ALICANTE",1000,800,"FARMACIA/ÓPTICA/AUDICIÓN"
"18133","HOSTELERÍA/TURISMO","ISLAS CANARIAS","Unknown",2018-09-14,"COMPLETA","PALMAS (LAS)",1100,1000,"AYUDANTES DE COCINA/COMIDA RÁPIDA"
"18134","CONSTRUCCIÓN","CATALUÑA","Estudios primarios",2018-09-14,"COMPLETA","TARRAGONA",1997,1997,"ENCARGADOS DE OBRAS/CAPATACES"
"18135","CONSTRUCCIÓN","CATALUÑA","Unknown",2018-09-14,"COMPLETA","BARCELONA",24000,18000,"ENCARGADOS DE OBRAS/CAPATACES"
"18136","FÁBRICAS/INDUSTRIA","ILLES BALEARS","Sin estudios",2018-09-14,"COMPLETA","BALEARS (ILLES)",1500,1200,"ARTESANÍA/OFICIOS"
"18137","FÁBRICAS/INDUSTRIA","COMUNIDAD VALENCIANA","ESO, EGB, Graduado Escolar",2018-09-14,"COMPLETA","VALENCIA",25000,20000,"MONTADORES Y ENSAMBLADORES"
"18138","COMERCIAL/VENTAS","MADRID","FP I, Ciclo de Grado Medio",2018-09-14,"PARCIAL","MADRID",8,8,"VENDEDORES"
"18139","COMERCIAL/VENTAS","CATALUÑA","FP I, Ciclo de Grado Medio",2018-09-14,"PARCIAL","BARCELONA",8,8,"VENDEDORES"
"18140","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","CASTILLA Y LEÓN","Otras Formaciones",2018-09-14,"COMPLETA","VALLADOLID",20000,15000,"ELECTRICIDAD"
"18141","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","ANDALUCÍA","Unknown",2018-09-14,"COMPLETA","CÁDIZ",1300,1100,"ELECTRICIDAD"
"18142","ADMINISTRACIÓN","CATALUÑA","FP II, Ciclo de Grado Superior",2018-09-14,"COMPLETA","BARCELONA",22000,20000,"CONTABILIDAD/FINANZAS"
"18143","SALUD/DEPORTE","MADRID","Diplomado o Ingeniero Técnico",2018-09-14,"COMPLETA","MADRID",1300,1200,"ENFERMERÍA"
"18144","CONSTRUCCIÓN","MADRID","Unknown",2018-09-14,"COMPLETA","MADRID",1100,1000,"CARPINTERÍA"
"18145","METAL/MECÁNICA","CANTABRIA","Unknown",2018-09-14,"COMPLETA","CANTABRIA",1700,1200,"SOLDADURA/CALDERERÍA/CHAPA"
"18146","COMERCIAL/VENTAS","CATALUÑA","FP I, Ciclo de Grado Medio",2018-09-14,"COMPLETA","BARCELONA",8,8,"VENDEDORES"
"18147","INFORMÁTICA/TELECOMUNICACIONES","GALICIA","FP II, Ciclo de Grado Superior",2018-09-14,"COMPLETA","OURENSE",18000,15000,"TELECOMUNICACIONES"
"18148","HOSTELERÍA/TURISMO","NAVARRA","Unknown",2018-09-14,"PARCIAL","NAVARRA",700,400,"AYUDANTES DE COCINA/COMIDA RÁPIDA"
"18149","CONDUCTORES/TRANSPORTE","CATALUÑA","Bachillerato",2018-09-14,"COMPLETA","BARCELONA",22000,20000,"TRANSPORTE DE PERSONAS O MERCANCIAS"
"18150","HOSTELERÍA/TURISMO","CATALUÑA","Unknown",2018-09-14,"COMPLETA","BARCELONA",1500,1300,"COCINEROS"
"18151","AGRICULTURA/JARDINERÍA/ALIMENTACIÓN","ISLAS CANARIAS","ESO, EGB, Graduado Escolar",2018-09-14,"COMPLETA","PALMAS (LAS)",1100,1000,"OTRAS ACTIVIDADES"
"18152","INGENIERÍA/CALIDAD/CIENCIAS","ANDALUCÍA","Licenciado o Ingeniero Superior",2018-09-14,"COMPLETA","CÁDIZ",36000,18000,"INGENIERÍAS"
"18367","EDUCACIÓN/SERVICIOS SOCIALES","CASTILLA Y LEÓN","Otras Formaciones",2018-05-10,"INDIFERENTE","ZAMORA",2000,1100,"OTRAS ACTIVIDADES"
"18368","COMERCIAL/VENTAS","ANDALUCÍA","Sin estudios",2018-09-13,"INDIFERENTE","HUELVA",3000,1500,"AGENTES COMERCIALES/REPRESENTANTES"
"18369","EDUCACIÓN/SERVICIOS SOCIALES","ANDALUCÍA","ESO, EGB, Graduado Escolar",2018-09-13,"PARCIAL","GRANADA",8,8,"ANIMACIÓN/TIEMPO LIBRE"
"18370","FÁBRICAS/INDUSTRIA","ARAGÓN","Unknown",2018-09-12,"COMPLETA","HUESCA",1100,950,"PEONES/OPERARIOS/MANIPULADORES"
"18371","HOSTELERÍA/TURISMO","REGIÓN DE MURCIA","Unknown",2018-09-06,"INDIFERENTE","MURCIA",1000,500,"CAMAREROS"
"18372","FÁBRICAS/INDUSTRIA","LA RIOJA","FP I, Ciclo de Grado Medio",2018-09-13,"COMPLETA","RIOJA (LA)",21000,20000,"PEONES/OPERARIOS/MANIPULADORES"
"18373","CONSTRUCCIÓN","CASTILLA LA MANCHA","FP II, Ciclo de Grado Superior",2018-09-13,"COMPLETA","CUENCA",2000,1000,"ENCOFRADO/FERRALLA/ESTRUCTURAS"
"18374","CONSTRUCCIÓN","ISLAS CANARIAS","Unknown",2018-09-13,"PARCIAL","PALMAS (LAS)",500,500,"PINTURA"
"18375","ADMINISTRACIÓN","ARAGÓN","FP II, Ciclo de Grado Superior",2018-09-13,"COMPLETA","ZARAGOZA",18000,15000,"RECURSOS HUMANOS/PERSONAL"
"18377","AGRICULTURA/JARDINERÍA/ALIMENTACIÓN","ANDALUCÍA","Unknown",2018-09-13,"COMPLETA","MÁLAGA",1600,1000,"PANADERÍA/REPOSTERÍA"
"18378","HOSTELERÍA/TURISMO","REGIÓN DE MURCIA","Unknown",2018-09-13,"INDIFERENTE","MURCIA",1000,500,"CAMAREROS"
"18379","EDUCACIÓN/SERVICIOS SOCIALES","ANDALUCÍA","Diplomado o Ingeniero Técnico",2018-09-13,"PARCIAL","GRANADA",10,8,"ENSEÑANZA PRIMARIA Y SECUNDARIA"
"18380","CONSTRUCCIÓN","CATALUÑA","Otras Formaciones",2018-09-13,"COMPLETA","BARCELONA",1800,1500,"MINAS/CANTERAS/PERFORACIONES"
"18381","INFORMÁTICA/TELECOMUNICACIONES","GALICIA","FP II, Ciclo de Grado Superior",2018-09-13,"COMPLETA","OURENSE",17000,15000,"TELECOMUNICACIONES"
"18382","ADMINISTRACIÓN","CATALUÑA","FP I, Ciclo de Grado Medio",2018-09-13,"COMPLETA","BARCELONA",1400,1000,"CONTABILIDAD/FINANZAS"
"18383","CUIDADOS/ASISTENCIA EN EL HOGAR","ANDALUCÍA","Unknown",2018-09-13,"PARCIAL","ALMERÍA",200,100,"AYUDA DOMICILIARIA"
"18384","CONDUCTORES/TRANSPORTE","MADRID","ESO, EGB, Graduado Escolar",2018-06-01,"COMPLETA","MADRID",16000,15000,"REPARTO DE MERCANCÍAS"
"18385","SALUD/DEPORTE","ANDALUCÍA","Diplomado o Ingeniero Técnico",2018-09-13,"COMPLETA","JAÉN",1000,750,"ENFERMERÍA"
"18387","INGENIERÍA/CALIDAD/CIENCIAS","ILLES BALEARS","Postgrado Universitario",2018-09-13,"INDIFERENTE","BALEARS (ILLES)",21000,21000,"PREVENCIÓN RIESGOS LABORALES"
"18388","SALUD/DEPORTE","ANDALUCÍA","Diplomado o Ingeniero Técnico",2018-09-13,"COMPLETA","JAÉN",1000,750,"FISIOTERAPIA/DEPORTE/MANTENIMIENTO FISIC"
"18390","SALUD/DEPORTE","CASTILLA Y LEÓN","Licenciado o Ingeniero Superior",2018-09-10,"COMPLETA","LEÓN",31293,31293,"MEDICINA"
"18461","PELUQUERÍA/ESTÉTICA","CATALUÑA","FP I, Ciclo de Grado Medio",2018-09-15,"PARCIAL","BARCELONA",435,435,"ESTÉTICA"
"18675","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","MADRID","Unknown",2018-09-12,"COMPLETA","MADRID",1500,1000,"ELECTRICIDAD"
"18676","FÁBRICAS/INDUSTRIA","LA RIOJA","FP I, Ciclo de Grado Medio",2018-09-12,"COMPLETA","RIOJA (LA)",20500,19800,"PEONES/OPERARIOS/MANIPULADORES"
"18677","EDUCACIÓN/SERVICIOS SOCIALES","MADRID","Unknown",2018-09-12,"PARCIAL","MADRID",700,700,"OTRAS ACTIVIDADES"
"18678","ADMINISTRACIÓN","MADRID","FP I, Ciclo de Grado Medio",2018-09-12,"PARCIAL","MADRID",400,350,"ADMINISTRATIVOS"
"18679","EDUCACIÓN/SERVICIOS SOCIALES","ARAGÓN","ESO, EGB, Graduado Escolar",2018-09-12,"INDIFERENTE","HUESCA",24000,17000,"OTRAS ACTIVIDADES"
"18680","COMUNICACIÓN/CULTURA/ENTRETENIMIENTO","CATALUÑA","FP II, Ciclo de Grado Superior",2018-09-12,"COMPLETA","BARCELONA",1100,1000,"IMAGEN Y SONIDO/AUDIOVISUAL"
"18681","EDUCACIÓN/SERVICIOS SOCIALES","PRINCIPADO DE ASTURIAS","Diplomado o Ingeniero Técnico",2018-09-12,"PARCIAL","ASTURIAS",240,240,"EDUCACIÓN INFANTIL"
"18683","PELUQUERÍA/ESTÉTICA","CATALUÑA","Unknown",2018-09-12,"INDIFERENTE","BARCELONA",1150,950,"PELUQUERÍA"
"18685","VIGILANCIA/SERVICIOS","CASTILLA LA MANCHA","ESO, EGB, Graduado Escolar",2018-09-12,"PARCIAL","CIUDAD REAL",900,800,"AUXILIARES DE SERVICIO/PERSONAL SUBALTER"
"18686","COMERCIAL/VENTAS","COMUNIDAD VALENCIANA","FP I, Ciclo de Grado Medio",2018-09-12,"COMPLETA","VALENCIA",15000,12000,"AGENTES COMERCIALES/REPRESENTANTES"
"18687","CONDUCTORES/TRANSPORTE","CASTILLA Y LEÓN","Unknown",2018-09-12,"PARCIAL","SORIA",900,450,"TRANSPORTE DE PERSONAS O MERCANCIAS"
"18688","INFORMÁTICA/TELECOMUNICACIONES","COMUNIDAD VALENCIANA","Unknown",2018-09-12,"COMPLETA","VALENCIA",1300,800,"TELECOMUNICACIONES"
"18689","FÁBRICAS/INDUSTRIA","NAVARRA","FP II, Ciclo de Grado Superior",2018-09-12,"COMPLETA","NAVARRA",21000,21000,"TECNICOS METALURGICOS"
"18690","COMERCIAL/VENTAS","PAÍS VASCO","Unknown",2018-09-12,"COMPLETA","ÁLAVA",27000,15000,"AGENTES COMERCIALES/REPRESENTANTES"
"18691","COMERCIAL/VENTAS","ANDALUCÍA","Unknown",2018-09-11,"INDIFERENTE","SEVILLA",9999999,0,"AGENTES COMERCIALES/REPRESENTANTES"
"18692","HOSTELERÍA/TURISMO","COMUNIDAD VALENCIANA","Estudios primarios",2018-09-12,"INDIFERENTE","ALICANTE",1200,1100,"COCINEROS"
"18693","CONSTRUCCIÓN","MADRID","Otras Formaciones",2018-09-12,"COMPLETA","MADRID",8,8,"TECNICOS EN CONSTRUCCION"
"18694","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","ISLAS CANARIAS","Certificados de Profesionalidad",2018-09-12,"COMPLETA","SANTA CRUZ DE TENERIFE",1500,1100,"ELECTRICIDAD"
"18695","CONSTRUCCIÓN","CATALUÑA","Sin estudios",2018-09-12,"COMPLETA","BARCELONA",1400,1400,"CARPINTERÍA"
"18696","INFORMÁTICA/TELECOMUNICACIONES","CATALUÑA","Estudios primarios",2018-09-12,"COMPLETA","LLEIDA",1300,800,"TELECOMUNICACIONES"
